,location_accuracy,landslide_category,landslide_trigger,landslide_size,landslide_setting,country_code,admin_division_population,gazeteer_distance,longitude,latitude,fatality_count_predictions
4468,10.0,landslide,rain,2,unknown,PH,798634.0,5.42969,123.8897,10.3658,0.0
4476,10.0,mudslide,downpour,2,unknown,PH,798634.0,3.32473,123.8998,10.3454,0.0
4478,50.0,mudslide,downpour,2,unknown,US,1445632.0,3.36522,-112.0399,33.4383,0.0
4481,5.0,landslide,downpour,2,unknown,CR,1015.0,4.87432,-84.2146,10.1181,0.0
4492,1.0,landslide,downpour,1,unknown,IN,5233.0,0.40026,76.7907,31.9906,0.0
4495,5.0,mudslide,rain,2,unknown,CA,115760.0,12.17933,-80.1432,43.6187,0.0
4499,1.0,landslide,downpour,2,unknown,US,608660.0,0.88213,-122.33,47.5984,0.0
4503,12.674393057233878,landslide,rain,2,unknown,CN,0.0,3.48569,113.5051,22.7102,0.0
4507,1.0,mudslide,rain,1,unknown,US,106769.0,0.9999,-92.4671,44.0304,0.0
4508,1.0,landslide,downpour,1,unknown,US,7609.0,3.61918,-82.7102,35.2594,0.0
4513,5.0,landslide,downpour,1,unknown,BR,19012.0,15.65702,-51.346,-29.4478,0.0
4517,5.0,landslide,downpour,2,unknown,US,66982.0,2.51579,-80.6793,41.0974,0.0
4521,25.0,complex,rain,2,unknown,MY,1453975.0,4.26281,101.6899,3.1028,0.0
4527,5.0,landslide,rain,2,unknown,ID,50059.0,23.95847,111.1167,-7.6667,0.0
4533,5.0,landslide,rain,2,unknown,IN,20216.0,25.61788,78.754,30.4521,0.0
4537,25.0,landslide,tropical_cyclone,2,unknown,PH,15316.0,2.15353,122.29,12.58,0.0
4563,25.0,mudslide,downpour,2,unknown,US,7979.0,5.66291,-111.59,40.08,0.0
4564,5.0,landslide,rain,2,unknown,MY,1453975.0,1.28198,101.6832,3.1523,0.0
4569,5.0,landslide,downpour,2,unknown,IN,13121.0,13.91342,73.46485294,16.94054188,0.0
4578,12.674393057233878,landslide,rain,2,unknown,IN,17123.0,1.70197,78.4543,30.742,0.0
4608,5.0,landslide,rain,2,unknown,US,6123.0,4.29814,-82.5955,35.6706,0.0
4621,10.0,landslide,downpour,2,unknown,IN,7176.0,1.57696,93.123,25.1718,0.0
4623,25.0,landslide,downpour,2,unknown,NP,0.0,40.22275,82.9305,28.4493,0.0
4624,10.0,landslide,rain,2,unknown,IN,296973.0,0.28925,88.3403,22.6461,0.0
4628,1.0,mudslide,downpour,2,unknown,US,1855.0,21.95342,-122.202,44.772,0.0
4638,5.0,landslide,tropical_cyclone,2,unknown,PH,70781.0,0.7554,120.864,14.889,0.0
4639,10.0,landslide,tropical_cyclone,2,unknown,JP,555352.0,4.30907,130.5149,31.572,0.0
4643,5.0,landslide,downpour,2,unknown,BT,98676.0,11.97367,89.7466,27.5205,0.0
4663,25.0,mudslide,downpour,2,above_road,IN,13121.0,8.12409,73.4745894,16.93911427,0.0
4667,12.674393057233878,landslide,rain,2,unknown,AU,3000.0,12.34294,145.3773,-16.5539,0.0
4674,5.0,landslide,downpour,3,unknown,TT,15067.0,13.759,-61.4078,10.7692,0.0
4675,12.674393057233878,landslide,rain,2,unknown,KP,9437.0,8.62003,124.6807,39.9378,0.0
4676,12.674393057233878,mudslide,rain,2,bluff,US,20254.0,0.34029,-122.3097015,47.93826839,0.0
4691,12.674393057233878,landslide,downpour,2,above_road,IN,2000.0,48.67682,78.2242533,30.81507336,0.0
4697,25.0,landslide,unknown,2,unknown,NG,14305.0,37.34675,11.90682343,9.93670355,0.0
4705,12.674393057233878,mudslide,rain,2,unknown,IN,28217.0,0.96241,76.936,31.703,0.0
4708,1.0,landslide,downpour,2,unknown,BG,15027.0,12.61073,23.1253,43.1226,0.0
4711,10.0,landslide,downpour,2,unknown,BN,64409.0,6.30571,114.95,4.8833,0.0
4716,12.674393057233878,landslide,downpour,3,unknown,IN,26912.0,8.47346,93.7525,27.1614,0.0
4723,1.0,landslide,rain,2,deforested_slope,IN,92113.0,0.50696,94.2341227,25.51614662,0.0
4737,50.0,mudslide,rain,2,unknown,ID,0.0,9.79909,103.049,-4.254,0.0
4743,25.0,landslide,rain,2,unknown,ID,0.0,5.24933,107.888,-6.9675,0.0
4744,1.0,landslide,downpour,2,unknown,GB,1132.0,0.36468,-3.2089,57.5232,0.0
4746,5.0,mudslide,rain,1,unknown,US,1142.0,8.19938,-71.6923,44.4175,0.0
4747,12.674393057233878,landslide,downpour,2,unknown,IN,2571.0,24.03472,79.233,30.2733,0.0
4754,5.0,landslide,downpour,2,unknown,CA,1041.0,11.47008,-116.4484,51.417,0.0
4758,5.0,landslide,downpour,2,unknown,BR,147281.0,2.15421,-43.3991,-22.8213,0.0
4763,10.0,landslide,tropical_cyclone,2,unknown,PH,2642.0,1.30076,124.2856,13.6068,0.0
4764,50.0,landslide,rain,1,unknown,US,1270.0,67.58127,-110.15,38.9749,0.0
4773,25.0,landslide,unknown,2,unknown,IN,8160.0,32.73394,78.066,31.0826,0.0
4782,1.0,landslide,rain,2,unknown,GB,30420.0,0.08283,-3.3425,51.6014,0.0
4784,25.0,landslide,downpour,2,unknown,ID,433866.0,0.41038,116.831,-1.2645,0.0
4791,5.0,mudslide,downpour,1,unknown,US,3944.0,4.11813,-83.5554,35.7102,0.0
4806,25.0,landslide,downpour,2,unknown,CN,0.0,2.19288,85.9834,28.1631,0.0
4808,25.0,landslide,downpour,2,unknown,NP,2324.0,36.06463,86.5833,27.5002,0.0
4814,10.0,landslide,unknown,1,unknown,IN,80447.0,9.07726,75.1915,32.9913,0.0
4822,25.0,complex,downpour,2,unknown,VN,0.0,5.91929,108.1089,16.0971,0.0
4840,5.0,landslide,rain,2,unknown,US,2868.0,22.31062,-91.2256,43.596,0.0
4841,5.0,landslide,rain,2,unknown,US,42573.0,2.92003,-122.026,37.5534,0.0
4848,25.0,landslide,downpour,3,unknown,MM,44563.0,21.70382,98.3667,16.6803,0.0
4851,5.0,landslide,rain,2,unknown,NP,44632.0,49.74691,84.8982,27.9783,0.0
4852,25.0,landslide,rain,2,unknown,IN,223523.0,36.09995,93.9667,25.1333,0.0
4855,12.674393057233878,complex,rain,2,unknown,IN,132842.0,3.50078,91.8506,25.5576,0.0
4864,5.0,mudslide,rain,1,unknown,IN,14769.0,13.86243,74.8122,14.229,0.0
4897,25.0,mudslide,rain,2,unknown,IN,1147.0,2.01104,88.38,27.1499,0.0
4909,5.0,landslide,rain,2,unknown,IN,4026.0,7.97646,88.6115,27.1954,0.0
4929,5.0,landslide,downpour,3,unknown,NP,0.0,1.12426,86.0798,27.3329,0.0
4940,5.0,landslide,rain,2,unknown,US,1791.0,2.06907,-82.079,39.485,0.0
4946,1.0,landslide,downpour,2,unknown,BR,456456.0,4.83592,-43.0715,-22.9153,0.0
4949,5.0,landslide,rain,2,unknown,US,2583.0,1.23577,-84.4953,38.0145,0.0
4957,5.0,debris_flow,downpour,2,unknown,US,3260.0,24.64059,-111.1688,39.5479,0.0
4961,1.0,landslide,downpour,3,unknown,CN,0.0,6.71111,108.6476,29.5105,0.0
4973,25.0,landslide,mining,2,unknown,NP,23296.0,15.84448,83.7508,28.2826,0.0
4993,10.0,complex,rain,2,unknown,IE,7788.0,2.01179,-7.2068,53.1468,0.0
4997,50.0,landslide,downpour,2,unknown,ID,0.0,6.28029,119.6038,-4.8386,0.0
4999,25.0,landslide,rain,3,unknown,KE,24661.0,6.84582,35.7774,0.4406,0.0
5003,50.0,landslide,downpour,2,unknown,LK,7772.0,9.07019,80.0317,7.1907,0.0
5006,50.0,landslide,rain,2,unknown,IN,59841.0,13.00939,94.0,27.163,0.0
5007,10.0,landslide,downpour,2,unknown,MY,50000.0,1.14708,101.698,2.943,0.0
5010,25.0,landslide,downpour,2,unknown,PH,7491.0,2.54906,120.62,16.4193,0.0
5019,5.0,landslide,tropical_cyclone,2,unknown,PH,0.0,11.59912,121.0536,17.27,0.0
5021,5.0,landslide,rain,2,unknown,BG,11975.0,8.7828,23.6083,43.1083,0.0
5022,5.0,landslide,rain,3,unknown,KE,4468.0,9.79727,37.0488,-0.5605,0.0
5026,25.0,mudslide,downpour,2,mine,CR,6540.0,3.82425,-84.7575,10.0715,0.0
5034,12.674393057233878,landslide,downpour,2,unknown,ID,282431.0,61.58495,119.9833,-1.437,0.0
5042,12.674393057233878,landslide,downpour,2,unknown,IN,6807.0,7.08699,74.9597,33.9639,0.0
5043,5.0,landslide,rain,1,unknown,CA,25683.0,8.15402,-122.5288,49.1606,0.0
5045,50.0,landslide,rain,2,unknown,IN,223523.0,28.2961,93.9877,25.0604,0.0
5046,12.674393057233878,landslide,rain,2,unknown,VN,0.0,18.76169,107.9408,15.6045,0.0
5048,50.0,landslide,downpour,2,unknown,IN,55290.0,25.02475,92.3567,25.0951,0.0
5052,5.0,landslide,rain,2,unknown,US,3532.0,35.34908,-124.3011,48.2632,0.0
5080,1.0,complex,rain,2,unknown,NZ,1899.0,30.37774,175.2362,-41.5877,0.0
5087,25.0,landslide,rain,2,unknown,US,2514.0,18.93417,-124.0854,42.899,0.0
5094,50.0,landslide,downpour,2,unknown,IN,0.0,47.68123,78.315,31.587,0.0
5095,25.0,mudslide,downpour,2,unknown,CA,1547.0,127.1628,-130.9916,60.0484,0.0
5098,1.0,mudslide,rain,2,unknown,US,1320.0,10.80667,-107.9697,37.9693,0.0
5127,5.0,landslide,rain,2,unknown,OM,101640.0,6.42945,56.4742,23.2693,0.0
5130,1.0,landslide,downpour,2,above_road,US,18248.0,3.7591,-158.121915,21.34682521,0.0
5131,12.674393057233878,mudslide,unknown,2,unknown,TJ,0.0,0.6315,71.44957392,38.3795304,0.0
5133,10.0,landslide,downpour,2,unknown,PH,6192.0,2.33216,120.8269,16.7437,0.0
5135,5.0,landslide,continuous_rain,2,above_road,IN,28217.0,0.2763,77.13222306,31.69137979,0.0
5147,1.0,mudslide,rain,2,above_road,US,1602.0,0.80279,-85.3665,34.977,0.0
5148,10.0,landslide,rain,2,unknown,BG,1152556.0,10.95219,23.2109,42.6452,0.0
5152,5.0,landslide,rain,2,unknown,JP,46272.0,0.00475,138.4333,36.3167,0.0
5153,1.0,landslide,downpour,1,deforested_slope,US,63522.0,1.61246,-117.629,33.4298,0.0
5161,50.0,rock_fall,rain,2,unknown,VN,148066.0,1.38348,107.0722,20.9629,0.0
5162,5.0,complex,rain,1,unknown,US,3532.0,44.8459,-124.518,48.3438,0.0
5166,50.0,landslide,downpour,4,unknown,VN,0.0,8.81944,105.7952,21.6906,0.0
5192,5.0,landslide,rain,1,unknown,US,2019.0,2.76439,-118.4309,34.0312,0.0
5202,10.0,landslide,downpour,2,above_road,NP,107157.0,25.33635,84.63118672,27.86624658,0.0
5204,25.0,landslide,continuous_rain,2,above_road,NP,3250.0,23.18065,86.65683342,27.20517346,0.0
5205,5.0,landslide,tropical_cyclone,2,unknown,TT,8140.0,6.39375,-61.591,10.6906,0.0
5207,1.0,landslide,rain,1,unknown,GB,26000.0,7.56391,-2.1046,55.7496,0.0
5209,25.0,landslide,rain,2,unknown,GB,0.0,3.7329,-2.4063,52.6041,0.0
5211,5.0,landslide,rain,2,unknown,CN,132654.0,0.72581,109.0241,32.677,0.0
5214,10.0,landslide,downpour,2,unknown,PH,2532.0,1.96164,124.6167,12.282,0.0
5218,25.0,landslide,rain,2,unknown,PH,0.0,1.86691,123.26,9.2903,0.0
5254,10.0,rock_fall,downpour,2,unknown,PH,8342.0,6.02058,125.1598,12.5142,0.0
5256,5.0,landslide,downpour,1,unknown,DO,23304.0,4.31327,-70.5866,19.5167,0.0
5259,50.0,landslide,downpour,3,unknown,CN,0.0,5.76288,104.0479,27.6292,0.0
5265,1.0,mudslide,rain,2,unknown,US,2909.0,4.078,-122.5168,37.5789,0.0
5266,50.0,mudslide,rain,2,unknown,BT,852.0,23.24506,90.8,27.05,0.0
5273,50.0,landslide,rain,2,unknown,IN,6807.0,2.18023,74.9985,33.9337,0.0
5275,10.0,landslide,downpour,2,unknown,ID,0.0,31.29668,104.3496,-5.4195,0.0
5278,10.0,landslide,downpour,2,unknown,MY,457326.0,3.08322,116.0924,5.9555,0.0
5284,5.0,landslide,downpour,2,unknown,VN,152200.0,7.20775,106.6939,10.676,0.0
5290,25.0,landslide,tropical_cyclone,2,unknown,PH,2402.0,2.61325,120.665,16.7259,0.0
5292,10.0,landslide,downpour,2,unknown,BD,3920222.0,1.46523,91.8188,22.344,0.0
5301,12.674393057233878,landslide,rain,3,unknown,PT,29385.0,0.52296,-8.6859,39.2376,0.0
5305,5.0,landslide,rain,2,unknown,MY,392288.0,7.02169,118.0556,5.852,0.0
5311,1.0,landslide,downpour,2,unknown,IN,89201.0,20.24712,76.2227,11.2695,0.0
5314,10.0,landslide,rain,2,unknown,ID,0.0,1.68017,108.7275,-7.3357,0.0
5328,50.0,landslide,downpour,3,unknown,NP,31495.0,36.791,86.71,27.0,0.0
5333,50.0,landslide,downpour,2,unknown,NP,18317.0,13.31496,80.5118,29.722,0.0
5339,5.0,mudslide,rain,2,unknown,US,4518.0,4.25758,-107.5798,39.5542,0.0
5340,50.0,landslide,downpour,2,unknown,BR,272691.0,2.74916,-43.2003,-22.5195,0.0
5364,5.0,complex,rain,2,unknown,US,2695.0,0.69542,-122.3279,45.2944,0.0
5365,5.0,landslide,downpour,2,above_road,PH,48638.0,1.57075,123.9428072,10.42450171,0.0
5375,5.0,landslide,downpour,2,above_road,IN,13121.0,13.91342,73.46476377,16.94057232,0.0
5376,12.674393057233878,landslide,downpour,2,unknown,BR,44359.0,13.70623,-49.3653,-26.9286,0.0
5380,12.674393057233878,landslide,downpour,2,unknown,IN,132842.0,19.46712,92.0757,25.5498,0.0
5388,10.0,landslide,continuous_rain,2,urban,IN,46427.0,0.21657,88.28087032,26.88405686,0.0
5391,50.0,landslide,downpour,4,unknown,IN,223523.0,40.42735,93.5444,24.8142,0.0
5403,5.0,mudslide,rain,2,unknown,US,608660.0,5.92018,-122.4027,47.5827,0.0
5412,1.0,landslide,rain,2,unknown,GB,13897.0,0.09696,-0.6136,54.4874,0.0
5417,5.0,landslide,rain,2,unknown,ID,276414.0,1.07402,106.9284,-6.9085,0.0
5419,5.0,mudslide,downpour,2,unknown,US,7365.0,15.88964,-116.4853,48.1411,0.0
5421,50.0,landslide,rain,2,unknown,NP,47571.0,22.39321,80.4333,29.5333,0.0
5440,5.0,landslide,downpour,2,unknown,IN,2865.0,12.48798,77.2847,30.7395,0.0
5451,25.0,landslide,rain,2,unknown,PH,3381.0,5.49933,125.6732,8.6184,0.0
5454,5.0,landslide,rain,2,unknown,GB,2231.0,3.14106,-3.4468,56.3656,0.0
5455,10.0,landslide,mining,1,urban,PY,198553.0,1.52254,-57.4476,-25.3689,0.0
5463,25.0,landslide,unknown,1,below_road,GB,19604.0,7.91263,0.183118764,50.83295612,0.0
5464,5.0,landslide,tropical_cyclone,2,unknown,CR,1015.0,10.32968,-84.1933,10.1648,0.0
5465,10.0,landslide,tropical_cyclone,2,unknown,VN,0.0,9.98624,108.3927,15.4522,0.0
5470,1.0,landslide,tropical_cyclone,2,unknown,CR,10028.0,4.89954,-83.6344,9.363,0.0
5473,5.0,mudslide,downpour,1,unknown,CA,9503.0,11.46064,-72.7,47.52,0.0
5477,5.0,mudslide,downpour,2,unknown,PG,9383.0,23.32778,145.1667,-6.083,0.0
5486,10.0,mudslide,rain,1,unknown,US,6658.0,20.14967,-106.7839,39.3707,0.0
5494,50.0,landslide,rain,2,unknown,NP,0.0,1.36246,82.1667,28.3667,0.0
5512,10.0,landslide,downpour,2,deforested_slope,PH,4467.0,7.34339,125.0245,6.133,0.0
5514,10.0,complex,tropical_cyclone,2,unknown,TW,7871900.0,6.99935,121.57,24.995,0.0
5520,10.0,landslide,rain,2,unknown,PH,2713.0,2.75081,122.6167,10.6,0.0
5528,25.0,landslide,rain,2,unknown,IN,30418.0,29.41705,94.0691,24.2451,0.0
5533,50.0,landslide,downpour,2,above_road,BT,2169.0,16.65656,89.5187916,27.21962595,0.0
5547,1.0,landslide,downpour,2,unknown,IE,15951.0,1.18623,-7.9408,53.4242,0.0
5552,10.0,mudslide,tropical_cyclone,1,unknown,US,1192.0,5.17876,-82.2585,35.4437,0.0
5554,5.0,landslide,downpour,2,unknown,IN,173503.0,4.04992,77.209,31.1066,0.0
5558,25.0,landslide,rain,2,unknown,DM,16571.0,2.59849,-61.3642,15.3055,0.0
5561,25.0,landslide,downpour,2,unknown,IN,20553.0,17.36463,75.8011,33.1595,0.0
5562,10.0,landslide,downpour,2,above_road,PK,725000.0,26.80117,73.87646407,34.11901266,0.0
5564,5.0,landslide,rain,2,unknown,US,6130.0,1.70063,-152.4346,57.7856,0.0
5569,1.0,mudslide,rain,2,unknown,VI,2743.0,2.79535,-64.7736,18.3477,0.0
5570,5.0,landslide,rain,2,unknown,FJ,77366.0,15.47106,178.515,-18.0208,0.0
5577,50.0,landslide,continuous_rain,2,above_road,NP,3250.0,23.18065,86.77497513,27.30669194,0.0
5580,25.0,landslide,rain,2,unknown,IN,14060.0,10.53686,78.0501,15.8294,0.0
5597,5.0,landslide,downpour,2,unknown,IN,1147.0,0.52839,88.3651,27.1675,0.0
5601,5.0,mudslide,rain,2,unknown,US,1150.0,5.63904,-83.1598,35.519,0.0
5604,5.0,mudslide,tropical_cyclone,2,unknown,US,39880.0,2.841,-72.629,42.228,0.0
5619,10.0,mudslide,rain,1,unknown,US,5236.0,8.16325,-106.08,38.498,0.0
5621,25.0,landslide,downpour,2,unknown,IN,17123.0,16.92829,78.3233,30.6179,0.0
5624,12.674393057233878,landslide,rain,2,unknown,PK,29331.0,32.90326,72.4258,35.2227,0.0
5625,5.0,landslide,downpour,2,unknown,PH,9652.0,3.56623,123.8475216,10.3177097,0.0
5629,5.0,rock_fall,tropical_cyclone,2,unknown,SV,41504.0,5.90726,-88.8488,13.6094,0.0
5634,25.0,landslide,downpour,2,above_road,IN,3278.0,5.78589,75.1916877,33.3390327,0.0
5638,25.0,landslide,rain,2,unknown,IN,2467.0,4.18733,77.09,31.13,0.0
5646,25.0,landslide,rain,2,unknown,NP,18317.0,2.64868,80.5544,29.8496,0.0
5652,1.0,landslide,downpour,2,unknown,US,6123.0,4.03738,-82.5377,35.6369,0.0
5653,10.0,landslide,rain,3,unknown,CO,2080.0,11.19714,-73.2843,8.4683,0.0
5655,25.0,landslide,rain,2,unknown,NG,75224.0,7.23569,7.0888,6.0366,0.0
5656,12.674393057233878,landslide,mining,3,mine,AU,15582.0,6.82679,146.392,-38.1718,0.0
5657,5.0,landslide,rain,2,unknown,ID,188663.0,7.15172,106.7959,-6.5097,0.0
5667,12.674393057233878,complex,downpour,2,unknown,MY,21410.0,26.99122,102.9896,5.0936,0.0
5668,5.0,mudslide,downpour,1,above_road,US,20254.0,2.42402,-122.3099327,47.92499887,0.0
5681,50.0,landslide,downpour,2,unknown,AF,0.0,2.73125,70.42633455,37.56106267,0.0
5685,12.674393057233878,mudslide,downpour,2,unknown,CN,0.0,13.80524,108.281,23.641,0.0
5697,5.0,mudslide,rain,2,unknown,JM,9450.0,0.53886,-77.1007,18.4054,0.0
5704,5.0,landslide,rain,1,unknown,US,3541.0,7.05134,-80.707,40.5573,0.0
5716,12.674393057233878,landslide,rain,2,unknown,PK,10414.0,19.14549,74.5101,35.8562,0.0
5717,25.0,landslide,rain,2,unknown,CN,0.0,2.81965,114.0818,22.6214,0.0
5723,5.0,complex,downpour,2,unknown,US,1341.0,10.09489,-158.2475,21.555,0.0
5724,12.674393057233878,landslide,monsoon,2,unknown,PK,0.0,35.1654,74.5049,35.4781,0.0
5735,50.0,landslide,downpour,2,unknown,CR,18231.0,5.365,-83.4578,10.1014,0.0
5744,25.0,complex,downpour,2,unknown,NP,3250.0,25.98053,86.85,27.016,0.0
5747,5.0,landslide,construction,2,unknown,PH,457623.0,5.66621,122.0727,6.9615,0.0
5763,10.0,landslide,continuous_rain,2,above_road,NP,17567.0,34.34606,83.85213651,27.58124358,0.0
5769,50.0,landslide,rain,2,unknown,TW,0.0,3.70701,120.4256,23.4535,0.0
5771,50.0,landslide,downpour,2,unknown,IN,25000.0,95.0457,77.8876,33.303,0.0
5775,10.0,landslide,downpour,2,unknown,IN,13209.0,16.22171,77.1498,9.8232,0.0
5793,10.0,complex,rain,2,unknown,CA,10600.0,1.19034,-122.9765,50.1067,0.0
5797,25.0,complex,downpour,2,unknown,IN,92113.0,0.67975,94.1066,25.67,0.0
5806,12.674393057233878,landslide,continuous_rain,4,unknown,CN,0.0,8.5335,103.9291,30.6887,0.0
5808,5.0,mudslide,downpour,2,unknown,US,11828.0,0.63962,-86.4209,39.4279,0.0
5810,25.0,landslide,downpour,2,unknown,TH,0.0,10.62325,101.0833,19.0833,0.0
5811,25.0,landslide,continuous_rain,2,unknown,PH,0.0,3.92503,122.3698,7.9756,0.0
5812,5.0,landslide,rain,1,unknown,US,13470.0,3.60364,-80.0726,40.5531,0.0
5815,5.0,landslide,downpour,2,unknown,IN,0.0,26.72934,78.6167,31.8833,0.0
5816,25.0,landslide,downpour,2,unknown,MY,140849.0,3.98007,100.24,5.34,0.0
5829,10.0,landslide,rain,2,unknown,IN,66944.0,7.2812,76.8806,11.338,0.0
5873,25.0,mudslide,tropical_cyclone,3,unknown,TW,0.0,14.68538,120.2974,23.1749,0.0
5878,25.0,landslide,rain,1,unknown,BN,30097.0,13.27727,114.4396,4.6401,0.0
5879,1.0,landslide,downpour,2,unknown,GB,83652.0,1.3596,-7.3305,54.9992,0.0
5900,25.0,landslide,downpour,2,unknown,IN,8101.0,19.55093,74.6264,33.0498,0.0
5908,1.0,landslide,rain,2,unknown,US,1392.0,18.79737,-123.8109,46.3662,0.0
5913,5.0,mudslide,rain,2,unknown,US,1869.0,0.0455,-82.5494,35.8269,0.0
5919,5.0,debris_flow,unknown,3,natural_slope,FR,1700.0,6.5029,6.7124,45.3917,0.0
5921,5.0,landslide,downpour,2,unknown,NI,2367.0,1.36745,-85.5325,13.5317,0.0
5923,5.0,landslide,rain,2,unknown,NP,47571.0,22.39321,80.50476155,29.57990613,0.0
5929,12.674393057233878,landslide,rain,2,unknown,KE,7656.0,47.00022,36.0893,0.8734,0.0
5930,25.0,landslide,rain,3,unknown,PH,0.0,5.04566,124.35,13.7,0.0
5933,12.674393057233878,landslide,unknown,2,above_road,US,3066.0,6.14934,-124.3342,43.1294,0.0
5940,10.0,landslide,rain,1,unknown,GB,9472.0,7.53836,-5.9506,54.8226,0.0
5945,25.0,landslide,downpour,2,unknown,MM,40557.0,19.51263,92.489,20.8605,0.0
5968,10.0,landslide,rain,2,unknown,IN,33748.0,18.0996,94.9439,26.3897,0.0
5977,10.0,landslide,mining,2,unknown,IN,0.0,26.78878,78.63,31.8931,0.0
5993,1.0,landslide,downpour,2,unknown,NP,23296.0,23.72041,83.3482,28.2632,0.0
5999,50.0,landslide,continuous_rain,2,unknown,IN,5026.0,33.49872,80.8576,30.1719,0.0
6020,50.0,landslide,downpour,2,unknown,ID,0.0,13.1795,124.1,0.4,0.0
6025,1.0,landslide,rain,1,unknown,GB,2168.0,2.24648,-1.3166,51.4536,0.0
6031,5.0,debris_flow,downpour,2,unknown,US,1247.0,23.82853,-111.1754,39.561,0.0
6032,5.0,mudslide,rain,1,unknown,US,15829.0,1.98085,-122.6717,45.2729,0.0
6043,1.0,landslide,downpour,2,unknown,BR,456456.0,5.0858,-43.0732,-22.9196,0.0
6044,5.0,landslide,downpour,2,unknown,TW,0.0,31.38223,120.781,22.7519,0.0
6052,10.0,landslide,downpour,2,unknown,PH,4418.0,4.62032,123.2804,13.64,0.0
6053,50.0,landslide,rain,2,unknown,FJ,27949.0,5.49481,179.3942,-16.4652,0.0
6061,1.0,landslide,downpour,2,unknown,IN,16311.0,2.24748,73.9239,15.3826,0.0
6063,5.0,landslide,rain,2,unknown,CR,21947.0,0.26208,-84.1167,10.0,0.0
6067,5.0,mudslide,rain,2,unknown,TH,12345.0,1.8389,100.8333,17.1167,0.0
6069,5.0,landslide,downpour,3,unknown,CL,15000.0,35.76707,-70.2492,-33.2968,0.0
6087,1.0,landslide,rain,1,above_road,US,20156.0,2.3782,-122.7069,45.5113,0.0
6093,5.0,landslide,downpour,2,unknown,IN,37475.0,1.45284,77.5768,34.1534,0.0
6107,5.0,landslide,rain,2,unknown,US,2536.0,12.44051,-84.0226,34.3426,0.0
6122,5.0,riverbank_collapse,rain,1,above_river,CA,42786.0,2.98682,-73.7771,45.3226,0.0
6125,10.0,landslide,rain,3,unknown,PH,9664.0,0.54213,123.7741,7.9007,0.0
6127,5.0,landslide,downpour,2,unknown,NP,107157.0,28.94222,84.7001,27.7923,0.0
6138,10.0,landslide,tropical_cyclone,2,unknown,PH,3370.0,2.95288,120.7617,16.7667,0.0
6142,5.0,landslide,downpour,2,unknown,IN,13838.0,20.08769,76.2851,34.4332,0.0
6146,1.0,landslide,downpour,2,unknown,CN,66501.0,0.5615,111.6641,27.6934,0.0
6148,5.0,landslide,rain,2,unknown,AR,56859.0,64.02724,-69.9146,-32.8224,0.0
6151,1.0,landslide,rain,2,unknown,US,13495.0,6.84969,-122.4055,47.5685,0.0
6160,5.0,landslide,rain,2,unknown,US,1192.0,0.23032,-82.2055,35.4299,0.0
6169,5.0,landslide,unknown,2,unknown,IN,46427.0,0.87238,88.28,26.89,0.0
6182,25.0,landslide,rain,2,unknown,IN,46427.0,0.6035,88.2833,26.8833,0.0
6183,12.674393057233878,landslide,downpour,2,unknown,MY,228212.0,38.06464,113.8359,4.1176,0.0
6209,25.0,landslide,downpour,2,unknown,IN,14540.0,10.16166,74.2566,14.7395,0.0
6212,12.674393057233878,complex,tropical_cyclone,3,unknown,VN,0.0,6.03262,105.35,20.04,0.0
6213,5.0,landslide,rain,3,unknown,KE,9152.0,15.16557,35.4707,1.0835,0.0
6214,5.0,rock_fall,downpour,2,unknown,IN,25997.0,17.70621,73.7767,19.3379,0.0
6218,10.0,landslide,rain,2,unknown,MY,1453975.0,2.328,101.684,3.1621,0.0
6224,25.0,landslide,rain,2,unknown,NP,8767.0,42.88068,87.199,27.7649,0.0
6228,25.0,landslide,downpour,2,unknown,IN,98238.0,0.68195,76.69,11.41,0.0
6230,1.0,landslide,downpour,1,unknown,IN,28217.0,1.43408,76.9424,31.7018,0.0
6243,5.0,debris_flow,downpour,2,unknown,CA,2192.0,35.65711,-123.1173,50.5662,0.0
6244,25.0,landslide,downpour,2,unknown,IN,30700.0,1.28629,88.609,27.337,0.0
6246,5.0,landslide,rain,2,unknown,PH,4400.0,6.07619,126.0011,7.4166,0.0
6259,5.0,landslide,rain,3,unknown,CN,0.0,11.21028,114.8246,25.3919,0.0
6261,5.0,rock_fall,unknown,2,unknown,US,4551.0,2.84589,-158.0599,21.639,0.0
6265,25.0,landslide,downpour,2,unknown,MY,19294.0,19.94155,116.497,6.0211,0.0
6271,10.0,landslide,downpour,2,unknown,CA,125109.0,11.2966,-119.3774,49.8095,0.0
6272,50.0,landslide,downpour,2,unknown,CN,0.0,9.32392,95.7,29.8,0.0
6281,25.0,landslide,downpour,2,unknown,JP,352361.0,3.029,137.1998,34.9489,0.0
6284,5.0,landslide,rain,2,unknown,US,8590.0,7.7619,-123.1155,44.8993,0.0
6293,50.0,landslide,downpour,2,unknown,NP,2860.0,28.42059,83.45,28.57,0.0
6298,25.0,complex,downpour,2,unknown,BN,64409.0,5.32571,114.9553,4.9879,0.0
6301,50.0,landslide,downpour,2,unknown,IN,7750.0,29.71015,75.4466,34.2601,0.0
6305,12.674393057233878,landslide,rain,4,unknown,VN,0.0,9.51214,104.095,22.3145,0.0
6322,25.0,landslide,rain,2,unknown,PH,65265.0,0.93151,122.9747,10.7349,0.0
